dr_no,date_occ,date_rptd,time_occ,lat,lon
190318609,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,1250,34.0328,-118.2915
200309735,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,1250,34.0146,-118.2872
200309832,2020-04-12T00:00:00.000,2020-04-12T00:00:00.000,1705,34.0219,-118.28
191314316,2019-07-02T00:00:00.000,2019-07-02T00:00:00.000,1245,34.0075,-118.2775
191316823,2019-08-15T00:00:00.000,2019-08-15T00:00:00.000,1645,34.0121,-118.2768
191316824,2019-08-15T00:00:00.000,2019-08-15T00:00:00.000,1440,34.0228,-118.2729
200309932,2020-04-15T00:00:00.000,2020-04-15T00:00:00.000,1805,34.0155,-118.3023
191316853,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,1440,34.0076,-118.2653
191316859,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,1635,34.0266,-118.2676
200309945,2020-04-15T00:00:00.000,2020-04-16T00:00:00.000,2250,34.0214,-118.2787
192015232,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,0815,34.0382,-118.2983
191316921,2019-08-17T00:00:00.000,2019-08-17T00:00:00.000,2115,34.0111,-118.28
190318700,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,1330,34.0079,-118.2827
200309951,2020-04-15T00:00:00.000,2020-04-15T00:00:00.000,0830,34.0268,-118.2808
192007454,2019-03-11T00:00:00.000,2019-03-11T00:00:00.000,0740,34.04,-118.3003
200309952,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,1130,34.0037,-118.2871
190319043,2019-08-20T00:00:00.000,2019-08-20T00:00:00.000,2100,34.0282,-118.276
190318782,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,2300,34.0182,-118.3002
191317048,2019-08-19T00:00:00.000,2019-08-19T00:00:00.000,2110,34.0048,-118.2685
192014560,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,1115,34.04,-118.2916
190121494,2019-08-23T00:00:00.000,2019-08-24T00:00:00.000,2235,34.0374,-118.2701
190319121,2019-08-22T00:00:00.000,2019-08-22T00:00:00.000,1230,34.0099,-118.2959
191317138,2019-08-21T00:00:00.000,2019-08-21T00:00:00.000,2220,34.0225,-118.2748
190318701,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,1100,34.0255,-118.2915
190319154,2019-08-21T00:00:00.000,2019-08-23T00:00:00.000,2256,34.0182,-118.2824
190121339,2019-08-21T00:00:00.000,2019-08-21T00:00:00.000,1300,34.0324,-118.2675
200309996,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,1815,34.0109,-118.3002
191316846,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,1255,34.0234,-118.2654
200310011,2020-04-17T00:00:00.000,2020-04-17T00:00:00.000,0730,34.0242,-118.2938
190318934,2019-08-18T00:00:00.000,2019-08-19T00:00:00.000,1850,34.036,-118.284
191319907,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,1730,34.0039,-118.2652
190318893,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,1455,34.0352,-118.284
190121382,2019-08-22T00:00:00.000,2019-08-22T00:00:00.000,0925,34.0352,-118.2654
190318862,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,2300,34.0168,-118.2931
190318825,2019-08-17T00:00:00.000,2019-08-17T00:00:00.000,0730,34.0293,-118.2785
191317267,2019-08-23T00:00:00.000,2019-08-24T00:00:00.000,2310,34.0283,-118.2711
190319135,2019-08-21T00:00:00.000,2019-08-22T00:00:00.000,1425,34.0091,-118.2915
190318660,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,1200,34.0074,-118.285
220109921,2022-04-08T00:00:00.000,2022-04-08T00:00:00.000,1630,34.0352,-118.2654
190318932,2019-08-18T00:00:00.000,2019-08-18T00:00:00.000,1830,34.0184,-118.2806
190318896,2019-08-18T00:00:00.000,2019-08-18T00:00:00.000,0200,34.0073,-118.298
190318766,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,1700,34.0219,-118.2959
191318855,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,1800,34.0277,-118.2696
190121098,2019-08-18T00:00:00.000,2019-08-18T00:00:00.000,1750,34.0359,-118.2711
190217088,2019-08-22T00:00:00.000,2019-08-23T00:00:00.000,1823,34.0393,-118.2828
190318917,2019-08-18T00:00:00.000,2019-08-18T00:00:00.000,1055,34.0261,-118.2773
191317175,2019-08-22T00:00:00.000,2019-08-22T00:00:00.000,1710,34.0289,-118.2686
160326227,2016-11-29T00:00:00.000,2016-11-29T00:00:00.000,1525,34.0277,-118.276
190318884,2019-08-16T00:00:00.000,2019-08-18T00:00:00.000,2230,34.0109,-118.2915
191223761,2019-09-21T00:00:00.000,2019-09-23T00:00:00.000,2330,34.0027,-118.2937
190219279,2019-10-01T00:00:00.000,2019-10-01T00:00:00.000,0040,34.0393,-118.2828
190319129,2019-08-13T00:00:00.000,2019-08-22T00:00:00.000,1730,34.0184,-118.2806
190318882,2019-08-17T00:00:00.000,2019-08-17T00:00:00.000,1745,34.0181,-118.2846
190318918,2019-08-18T00:00:00.000,2019-08-18T00:00:00.000,1425,34.0328,-118.2915
190124305,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,1830,34.0352,-118.2654
191317186,2019-08-22T00:00:00.000,2019-08-23T00:00:00.000,1820,34.0047,-118.2783
191317116,2019-08-21T00:00:00.000,2019-08-21T00:00:00.000,1330,34.0048,-118.2652
190321985,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,0800,34.0109,-118.3034
190318662,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,2230,34.0305,-118.2865
190320746,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,1400,34.0268,-118.2896
191318654,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000,2330,34.0038,-118.274
191318651,2019-09-10T00:00:00.000,2019-09-10T00:00:00.000,1955,34.0038,-118.274
190320660,2019-09-13T00:00:00.000,2019-09-14T00:00:00.000,2300,34.0355,-118.3003
191318936,2019-09-19T00:00:00.000,2019-09-19T00:00:00.000,1735,34.0047,-118.274
190321846,2019-09-30T00:00:00.000,2019-09-30T00:00:00.000,0920,34.0074,-118.285
190124319,2019-10-03T00:00:00.000,2019-10-04T00:00:00.000,2025,34.0353,-118.2698
190321707,2019-09-28T00:00:00.000,2019-09-28T00:00:00.000,1600,34.026,-118.2758
191319869,2019-10-03T00:00:00.000,2019-10-04T00:00:00.000,0745,34.0144,-118.2705
191319896,2019-09-26T00:00:00.000,2019-09-26T00:00:00.000,1840,34.0209,-118.2777
190321901,2019-09-30T00:00:00.000,2019-09-30T00:00:00.000,1830,34.0307,-118.2923
191319963,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,2025,34.0038,-118.2783
191223713,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,1730,34.0037,-118.2827
192017351,2019-09-24T00:00:00.000,2019-09-25T00:00:00.000,1935,34.04,-118.3003
191319539,2019-09-28T00:00:00.000,2019-09-28T00:00:00.000,1235,34.0199,-118.2733
191319560,2019-09-28T00:00:00.000,2019-09-29T00:00:00.000,0755,34.0154,-118.2653
190322062,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,0750,34.0309,-118.2775
191322385,2019-11-15T00:00:00.000,2019-11-15T00:00:00.000,1821,34.0223,-118.2719
200306284,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,0900,34.0352,-118.284
191319682,2019-10-01T00:00:00.000,2019-10-01T00:00:00.000,0740,34.0066,-118.2696
191319804,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,1612,34.0039,-118.2717
191322718,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,0121,34.0344,-118.272
190321967,2019-10-02T00:00:00.000,2019-10-03T00:00:00.000,2205,34.0219,-118.2977
191322998,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0200,34.0234,-118.2654
191323034,2019-11-29T00:00:00.000,2019-11-29T00:00:00.000,0900,34.0268,-118.266
190322061,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,0800,34.0328,-118.2915
190124323,2019-10-03T00:00:00.000,2019-10-04T00:00:00.000,2150,34.0336,-118.2703
192017775,2019-10-02T00:00:00.000,2019-10-03T00:00:00.000,2335,34.04,-118.3018
201211008,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,1030,34.0028,-118.3002
200306500,2020-02-10T00:00:00.000,2020-02-10T00:00:00.000,1900,34.0328,-118.2964
200306545,2020-02-12T00:00:00.000,2020-02-13T00:00:00.000,1845,34.0184,-118.2915
210116402,2021-09-06T00:00:00.000,2021-09-06T00:00:00.000,2015,34.0388,-118.2731
190321710,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,1448,34.0109,-118.2915
190321862,2019-10-01T00:00:00.000,2019-10-01T00:00:00.000,0655,34.0219,-118.28
192015220,2019-08-12T00:00:00.000,2019-08-12T00:00:00.000,1825,34.0382,-118.2916
192020174,2019-11-17T00:00:00.000,2019-11-18T00:00:00.000,2048,34.0382,-118.3025
192020266,2019-11-19T00:00:00.000,2019-11-19T00:00:00.000,1650,34.04,-118.2906
192020355,2019-11-21T00:00:00.000,2019-11-22T00:00:00.000,2300,34.04,-118.2883
192020389,2019-11-22T00:00:00.000,2019-11-22T00:00:00.000,1930,34.04,-118.2876
192020486,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,1520,34.04,-118.2916
192020608,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0420,34.0382,-118.2847
200312520,2020-06-10T00:00:00.000,2020-06-10T00:00:00.000,1247,34.0307,-118.2923
191323282,2019-12-04T00:00:00.000,2019-12-04T00:00:00.000,0345,34.0039,-118.2652
190325458,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,2010,34.0332,-118.284
192020739,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,2235,34.0382,-118.3003
190325849,2019-12-03T00:00:00.000,2019-12-03T00:00:00.000,0415,34.0221,-118.2915
192020672,2019-11-29T00:00:00.000,2019-11-29T00:00:00.000,1720,34.04,-118.2877
200312742,2020-06-15T00:00:00.000,2020-06-15T00:00:00.000,2315,34.0064,-118.2879
201312371,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,1415,34.0057,-118.274
190325473,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,1325,34.0074,-118.285
190222679,2019-12-03T00:00:00.000,2019-12-03T00:00:00.000,1230,34.0399,-118.2755
190325509,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1200,34.0073,-118.2894
190128010,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0840,34.0388,-118.2717
190325429,2019-11-21T00:00:00.000,2019-11-27T00:00:00.000,0850,34.026,-118.2758
192020979,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,2155,34.04,-118.2924
191322888,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,2030,34.0112,-118.2686
190222276,2019-11-22T00:00:00.000,2019-11-22T00:00:00.000,1330,34.0423,-118.2804
190128293,2019-12-01T00:00:00.000,2019-12-01T00:00:00.000,1535,34.0395,-118.2656
190325779,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,1315,34.0037,-118.3023
190325579,2019-11-30T00:00:00.000,2019-11-30T00:00:00.000,1645,34.0255,-118.3002
190325786,2019-12-03T00:00:00.000,2019-12-03T00:00:00.000,2110,34.0184,-118.2822
192020820,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0425,34.04,-118.2883
202008436,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,2225,34.0385,-118.2959
202008538,2020-04-13T00:00:00.000,2020-04-13T00:00:00.000,1045,34.04,-118.2974
190325817,2019-12-04T00:00:00.000,2019-12-05T00:00:00.000,0415,34.0085,-118.3045
191322783,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,2220,34.0308,-118.2743
191323188,2019-12-03T00:00:00.000,2019-12-03T00:00:00.000,0030,34.0254,-118.2698
191323401,2019-12-06T00:00:00.000,2019-12-06T00:00:00.000,1500,34.0057,-118.2652
201312216,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,0655,34.012,-118.2653
210306948,2021-03-03T00:00:00.000,2021-03-03T00:00:00.000,1720,34.0037,-118.2872
190325852,2019-12-01T00:00:00.000,2019-12-02T00:00:00.000,1810,34.0274,-118.2882
190128294,2019-12-01T00:00:00.000,2019-12-01T00:00:00.000,1510,34.0352,-118.2654
190325638,2019-11-30T00:00:00.000,2019-11-30T00:00:00.000,1135,34.0273,-118.3002
191323156,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,0940,34.0091,-118.2784
191323107,2019-11-30T00:00:00.000,2019-11-30T00:00:00.000,1316,34.0038,-118.2783
191322763,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,2030,34.0121,-118.2768
190325868,2019-11-25T00:00:00.000,2019-11-25T00:00:00.000,1025,34.0282,-118.276
191323158,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,1810,34.0136,-118.2653
190222846,2019-12-06T00:00:00.000,2019-12-06T00:00:00.000,0804,34.0416,-118.2779
191323087,2019-11-30T00:00:00.000,2019-11-30T00:00:00.000,1645,34.0265,-118.2723
190219181,2019-09-28T00:00:00.000,2019-09-29T00:00:00.000,0950,34.0385,-118.2811
200113431,2020-06-15T00:00:00.000,2020-06-15T00:00:00.000,0500,34.0345,-118.266
190321337,2019-09-23T00:00:00.000,2019-09-23T00:00:00.000,1540,34.0266,-118.277
190325491,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1800,34.0328,-118.2943
190321000,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,1300,34.0355,-118.3003
191323036,2019-11-29T00:00:00.000,2019-11-29T00:00:00.000,1650,34.0111,-118.274
191318485,2019-09-10T00:00:00.000,2019-09-11T00:00:00.000,0745,34.035,-118.2734
191318125,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,1800,34.0039,-118.2652
190325784,2019-12-03T00:00:00.000,2019-12-03T00:00:00.000,1715,34.0173,-118.2958
190322159,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,0800,34.0155,-118.3002
190322300,2019-10-06T00:00:00.000,2019-10-07T00:00:00.000,2215,34.0055,-118.2937
192017865,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,1715,34.04,-118.2877
190321932,2019-10-01T00:00:00.000,2019-10-01T00:00:00.000,1345,34.0336,-118.2915
190322205,2019-10-05T00:00:00.000,2019-10-05T00:00:00.000,2135,34.0327,-118.3002
190322312,2019-10-08T00:00:00.000,2019-10-08T00:00:00.000,1240,34.0176,-118.2827
190321903,2019-09-28T00:00:00.000,2019-09-28T00:00:00.000,0740,34.0228,-118.3002
190321963,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,1725,34.023,-118.2824
190219624,2019-10-06T00:00:00.000,2019-10-06T00:00:00.000,1945,34.0407,-118.2766
190321781,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,0050,34.0267,-118.2817
190322206,2019-10-05T00:00:00.000,2019-10-05T00:00:00.000,1330,34.0184,-118.2822
190322073,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,1025,34.0182,-118.2915
191224360,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,1730,34.0037,-118.2827
190321955,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,0930,34.0212,-118.2805
191224173,2019-10-06T00:00:00.000,2019-10-06T00:00:00.000,0930,34.0028,-118.3045
190322305,2019-10-06T00:00:00.000,2019-10-06T00:00:00.000,1615,34.0092,-118.29
190124958,2019-10-11T00:00:00.000,2019-10-11T00:00:00.000,0715,34.0333,-118.2657
190124910,2019-10-11T00:00:00.000,2019-10-11T00:00:00.000,1240,34.0363,-118.2672
190322270,2019-10-05T00:00:00.000,2019-10-06T00:00:00.000,0150,34.0346,-118.3003
190322370,2019-10-09T00:00:00.000,2019-10-09T00:00:00.000,0520,34.0037,-118.2827
200310070,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,1800,34.0182,-118.2824
190322444,2019-09-28T00:00:00.000,2019-10-08T00:00:00.000,0400,34.0328,-118.2874
192018022,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,1700,34.0382,-118.2847
190322306,2019-10-07T00:00:00.000,2019-10-07T00:00:00.000,1015,34.0109,-118.2915
190322445,2019-10-09T00:00:00.000,2019-10-10T00:00:00.000,2200,34.0204,-118.2809
190322134,2019-09-28T00:00:00.000,2019-10-05T00:00:00.000,2100,34.0282,-118.2749
192017922,2019-10-05T00:00:00.000,2019-10-05T00:00:00.000,0900,34.04,-118.3003
191319600,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,0820,34.0226,-118.266
191323126,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,0105,34.0074,-118.2784
190322523,2019-10-11T00:00:00.000,2019-10-12T00:00:00.000,1000,34.0037,-118.3002
190322063,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,1040,34.0109,-118.2901
190322323,2019-10-08T00:00:00.000,2019-10-09T00:00:00.000,2150,34.0355,-118.3003
190321962,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,1810,34.0182,-118.2824
200209241,2020-02-08T00:00:00.000,2020-02-13T00:00:00.000,1330,34.0382,-118.284
191323177,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,1815,34.0265,-118.2723
190325851,2019-12-04T00:00:00.000,2019-12-04T00:00:00.000,1145,34.0145,-118.3045
190325588,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,2110,34.0165,-118.3002
191322670,2019-11-20T00:00:00.000,2019-11-21T00:00:00.000,0900,34.0327,-118.2683
191322924,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,0845,34.0171,-118.2794
190325658,2019-12-02T00:00:00.000,2019-12-02T00:00:00.000,1200,34.02,-118.2915
200110644,2020-04-17T00:00:00.000,2020-04-17T00:00:00.000,0945,34.0407,-118.268
191323190,2019-12-01T00:00:00.000,2019-12-01T00:00:00.000,1940,34.0038,-118.2783
190128706,2019-12-07T00:00:00.000,2019-12-07T00:00:00.000,0005,34.0423,-118.2666
200119294,2020-10-12T00:00:00.000,2020-10-12T00:00:00.000,1440,34.0363,-118.2672
191323413,2019-12-06T00:00:00.000,2019-12-07T00:00:00.000,1800,34.0199,-118.2733
200310102,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,1140,34.0109,-118.2915
201309790,2020-04-12T00:00:00.000,2020-04-23T00:00:00.000,2000,34.0039,-118.2652
201309413,2020-04-15T00:00:00.000,2020-04-15T00:00:00.000,1120,34.0146,-118.2691
200310151,2020-04-16T00:00:00.000,2020-04-17T00:00:00.000,2300,34.0055,-118.29
201309641,2020-04-20T00:00:00.000,2020-04-20T00:00:00.000,0910,34.0141,-118.277
200110791,2020-04-21T00:00:00.000,2020-04-21T00:00:00.000,0855,34.0333,-118.2657
201309786,2020-01-02T00:00:00.000,2020-01-02T00:00:00.000,0930,34.0039,-118.2653
202008818,2020-04-21T00:00:00.000,2020-04-21T00:00:00.000,1030,34.0385,-118.3046
200113469,2020-06-09T00:00:00.000,2020-06-16T00:00:00.000,1550,34.0337,-118.2665
201309604,2020-04-19T00:00:00.000,2020-04-19T00:00:00.000,0800,34.0092,-118.2652
201309645,2020-04-20T00:00:00.000,2020-04-20T00:00:00.000,1130,34.0149,-118.2709
201309805,2020-04-23T00:00:00.000,2020-04-23T00:00:00.000,1225,34.0192,-118.2738
200113416,2020-06-14T00:00:00.000,2020-06-14T00:00:00.000,0305,34.0407,-118.268
200312918,2020-06-19T00:00:00.000,2020-06-20T00:00:00.000,2257,34.0268,-118.2808
200119721,2020-10-19T00:00:00.000,2020-10-20T00:00:00.000,2015,34.037,-118.2688
200119677,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,0655,34.0423,-118.2718
210106292,2021-02-19T00:00:00.000,2021-02-19T00:00:00.000,1840,34.0375,-118.27
201312226,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,2310,34.0193,-118.2653
200315577,2020-08-10T00:00:00.000,2020-08-10T00:00:00.000,1350,34.0246,-118.3047
200312940,2020-06-19T00:00:00.000,2020-06-19T00:00:00.000,1220,34.0037,-118.2916
190321613,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,0644,34.0165,-118.3002
190323405,2019-10-25T00:00:00.000,2019-10-25T00:00:00.000,0100,34.0073,-118.2941
191319466,2019-09-26T00:00:00.000,2019-09-26T00:00:00.000,1315,34.0038,-118.2783
191321340,2019-10-27T00:00:00.000,2019-10-27T00:00:00.000,0001,34.0039,-118.2726
191323317,2019-12-05T00:00:00.000,2019-12-05T00:00:00.000,0945,34.0217,-118.2753
200306074,2020-02-04T00:00:00.000,2020-02-05T00:00:00.000,2205,34.0073,-118.2915
200306124,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,1200,34.0344,-118.284
200306126,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,1615,34.0132,-118.3002
200306204,2020-02-03T00:00:00.000,2020-02-03T00:00:00.000,2235,34.0215,-118.2868
200306207,2020-02-06T00:00:00.000,2020-02-06T00:00:00.000,1945,34.0355,-118.3003
200306263,2020-02-07T00:00:00.000,2020-02-07T00:00:00.000,1330,34.0255,-118.2991
200215924,2020-10-08T00:00:00.000,2020-10-09T00:00:00.000,1930,34.0396,-118.2804
200216077,2020-10-12T00:00:00.000,2020-10-12T00:00:00.000,1630,34.0399,-118.2841
171312787,2017-05-20T00:00:00.000,2017-05-20T00:00:00.000,1300,34.0066,-118.2696
180306379,2018-02-06T00:00:00.000,2018-02-07T00:00:00.000,2120,34.0214,-118.2787
190124692,2019-10-09T00:00:00.000,2019-10-09T00:00:00.000,1245,34.0391,-118.2659
190322014,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,1340,34.0182,-118.2977
190322075,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,0625,34.0309,-118.3024
231218065,2023-08-21T00:00:00.000,2023-08-21T00:00:00.000,1900,34.0038,-118.2816
190322401,2019-10-09T00:00:00.000,2019-10-09T00:00:00.000,1535,34.01,-118.2872
202004724,2020-01-17T00:00:00.000,2020-01-17T00:00:00.000,0730,34.0382,-118.3003
191319459,2019-09-24T00:00:00.000,2019-09-24T00:00:00.000,1130,34.0039,-118.2726
191319584,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,1600,34.0111,-118.2653
191319631,2019-09-30T00:00:00.000,2019-09-30T00:00:00.000,0625,34.0039,-118.2726
191319810,2019-10-02T00:00:00.000,2019-10-02T00:00:00.000,1720,34.0219,-118.2734
191319841,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,1230,34.0263,-118.2691
191319842,2019-10-03T00:00:00.000,2019-10-03T00:00:00.000,1228,34.0263,-118.2691
191320114,2019-10-07T00:00:00.000,2019-10-08T00:00:00.000,1920,34.0179,-118.2746
191320136,2019-10-08T00:00:00.000,2019-10-08T00:00:00.000,1010,34.0341,-118.2714
191320146,2019-10-08T00:00:00.000,2019-10-08T00:00:00.000,1540,34.0169,-118.2742
220308432,2022-04-01T00:00:00.000,2022-04-02T00:00:00.000,2155,34.0229,-118.2824
190322610,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,1217,34.0214,-118.2787
191320784,2019-09-26T00:00:00.000,2019-10-19T00:00:00.000,2335,34.0204,-118.2744
190322486,2019-10-11T00:00:00.000,2019-10-11T00:00:00.000,0600,34.0242,-118.2786
210306811,2021-02-28T00:00:00.000,2021-03-01T00:00:00.000,1350,34.0121,-118.2915
191320381,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,1825,34.0136,-118.2653
190322611,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,1300,34.0109,-118.3002
190322537,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,1455,34.0037,-118.3023
220308436,2022-04-02T00:00:00.000,2022-04-02T00:00:00.000,0400,34.0182,-118.3002
190322570,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,0520,34.0178,-118.2811
191320421,2019-10-10T00:00:00.000,2019-10-10T00:00:00.000,0625,34.0039,-118.2652
200106951,2020-02-12T00:00:00.000,2020-02-12T00:00:00.000,0715,34.0349,-118.2669
200107156,2020-02-14T00:00:00.000,2020-02-14T00:00:00.000,1720,34.034,-118.2651
191320350,2019-10-11T00:00:00.000,2019-10-12T00:00:00.000,2140,34.0111,-118.2789
190322672,2019-10-14T00:00:00.000,2019-10-14T00:00:00.000,0640,34.0037,-118.289
190322321,2019-10-07T00:00:00.000,2019-10-08T00:00:00.000,2200,34.0327,-118.3002
190322580,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,2105,34.0357,-118.2829
190322795,2019-10-13T00:00:00.000,2019-10-17T00:00:00.000,2300,34.0349,-118.2959
190322557,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,0143,34.0282,-118.276
210309636,2021-04-30T00:00:00.000,2021-04-30T00:00:00.000,1725,34.0328,-118.2888
191320498,2019-10-14T00:00:00.000,2019-10-14T00:00:00.000,1600,34.0335,-118.2726
191320425,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,0100,34.0154,-118.2678
190219934,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,1110,34.0401,-118.276
190322586,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,0945,34.0328,-118.297
190322613,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,1640,34.0255,-118.2915
190322702,2019-10-15T00:00:00.000,2019-10-16T00:00:00.000,2315,34.0347,-118.2809
191319654,2019-09-30T00:00:00.000,2019-10-14T00:00:00.000,0500,34.0293,-118.2685
200316005,2020-08-19T00:00:00.000,2020-08-19T00:00:00.000,1510,34.0145,-118.3045
190322552,2019-10-12T00:00:00.000,2019-10-12T00:00:00.000,1120,34.0219,-118.2959
200306571,2020-02-06T00:00:00.000,2020-02-13T00:00:00.000,0955,34.0176,-118.2827
202005653,2020-02-04T00:00:00.000,2020-02-04T00:00:00.000,0900,34.04,-118.2916
201306403,2020-02-12T00:00:00.000,2020-02-12T00:00:00.000,1540,34.0057,-118.2685
191320464,2019-10-13T00:00:00.000,2019-10-13T00:00:00.000,0200,34.0075,-118.2775
210306890,2021-02-01T00:00:00.000,2021-03-01T00:00:00.000,1600,34.0037,-118.2959
190105638,2019-01-25T00:00:00.000,2019-01-25T00:00:00.000,1410,34.0415,-118.2654
190105697,2019-01-26T00:00:00.000,2019-01-26T00:00:00.000,1030,34.037,-118.2688
190222825,2019-12-05T00:00:00.000,2019-12-05T00:00:00.000,1632,34.0385,-118.2811
190322247,2019-10-06T00:00:00.000,2019-10-06T00:00:00.000,1300,34.0255,-118.2937
190325781,2019-12-03T00:00:00.000,2019-12-03T00:00:00.000,0700,34.0268,-118.2808
190325606,2019-11-29T00:00:00.000,2019-11-29T00:00:00.000,1445,34.0328,-118.2915
191224030,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,0745,34.0027,-118.2959
200206269,2020-02-13T00:00:00.000,2020-02-13T00:00:00.000,1555,34.0393,-118.2828
200312657,2020-06-14T00:00:00.000,2020-06-14T00:00:00.000,0130,34.0246,-118.297
200318597,2020-10-08T00:00:00.000,2020-10-08T00:00:00.000,2030,34.0266,-118.277
191323330,2019-12-04T00:00:00.000,2019-12-04T00:00:00.000,1730,34.0338,-118.2708
191323349,2019-12-04T00:00:00.000,2019-12-04T00:00:00.000,1600,34.0039,-118.2652
191323430,2019-12-07T00:00:00.000,2019-12-07T00:00:00.000,0255,34.0057,-118.2652
191323328,2019-12-04T00:00:00.000,2019-12-04T00:00:00.000,1200,34.0211,-118.274
191323410,2019-12-06T00:00:00.000,2019-12-06T00:00:00.000,0730,34.0112,-118.2691
